"ExhTitle","StartDate","EndDate","DisplayName","Gender","Nationality","YearBirth","YearDeath","Movement","ExhibitionLength","ConstituentID","StartYear","count","LifetimeExhibitionLength"
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",15,1633,1982,1,5392
"Prints from Blocks: Gauguin to Now",1983-03-03,1983-05-15,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",73,1633,1983,2,5392
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",NA,1633,1984,3,5392
"The Expressionist Idiom",1985-05-06,1985-12-18,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",226,1633,1985,1,5392
"Sculptors' Drawings",1986-04-26,1986-09-02,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",129,1633,1986,3,5392
"Drawing since 1940",1987-06-25,1987-10-13,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",110,1633,1987,2,5392
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",117,1633,1988,1,5392
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"Jean Dubuffet","Male","French",1901,1985,"Art Informel",110,1633,1989,4,5392
"American Painters as New Lithographers",1964-05-27,1964-07-29,"Jim Dine","Male","American",1935,0,NA,63,1547,1964,2,6224
"London/New York/Hollywood: A New Look in Prints",1966-09-13,1966-11-02,"Jim Dine","Male","American",1935,0,NA,50,1547,1966,3,6224
"The Artist as His Subject",1967-04-28,1967-04-30,"Jim Dine","Male","American",1935,0,NA,2,1547,1967,4,6224
"The Sidney and Harriet Janis Collection",1968-01-17,1968-03-04,"Jim Dine","Male","American",1935,0,NA,47,1547,1968,1,6224
"Pop Art Prints, Drawings, and Multiples",1970-05-23,1970-08-31,"Jim Dine","Male","American",1935,0,NA,100,1547,1970,1,6224
"Recent American Acquisitions",1971-02-11,1971-03-11,"Jim Dine","Male","American",1935,0,NA,28,1547,1971,5,6224
"Etchings Etc.",1972-10-25,1973-02-05,"Jim Dine","Male","American",1935,0,NA,103,1547,1972,2,6224
"Prints of the Sixties",1973-03-22,1973-05-09,"Jim Dine","Male","American",1935,0,NA,48,1547,1973,5,6224
"American Prints: 1913–1963",1974-12-03,1975-03-03,"Jim Dine","Male","American",1935,0,NA,90,1547,1974,1,6224
"76 Jefferson",1975-09-11,1975-12-01,"Jim Dine","Male","American",1935,0,NA,81,1547,1975,1,6224
"Drawing Now: 1955–1975",1976-01-23,1976-03-09,"Jim Dine","Male","American",1935,0,NA,46,1547,1976,4,6224
"Posters by Painters",1977-01-21,1977-03-23,"Jim Dine","Male","American",1935,0,NA,61,1547,1977,5,6224
"Art for Corporations",1978-04-17,1978-07-04,"Jim Dine","Male","American",1935,0,NA,78,1547,1978,5,6224
"Art of the Twenties",1979-11-14,1980-01-22,"Jim Dine","Male","American",1935,0,NA,69,1547,1979,1,6224
"Printed Art: A View of Two Decades",1980-02-13,1980-04-01,"Jim Dine","Male","American",1935,0,NA,48,1547,1980,2,6224
"Prints: Acquisitions 1977–1981",1981-10-15,1982-01-03,"Jim Dine","Male","American",1935,0,NA,80,1547,1981,1,6224
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Jim Dine","Male","American",1935,0,NA,15,1547,1982,2,6224
"Recent Acquisitions from the Department of Drawings",1983-02-10,1983-04-12,"Jim Dine","Male","American",1935,0,NA,61,1547,1983,3,6224
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"Jim Dine","Male","American",1935,0,NA,NA,1547,1984,3,6224
"Tatyana Grosman Gallery Inaugural Installation",1985-09-12,1986-02-04,"Jim Dine","Male","American",1935,0,NA,145,1547,1985,4,6224
"Recent Acquisitions: Contemporary Prints",1986-02-07,1986-07-08,"Jim Dine","Male","American",1935,0,NA,151,1547,1986,2,6224
"Drawings Acquisitions",1987-01-24,1987-06-14,"Jim Dine","Male","American",1935,0,NA,141,1547,1987,5,6224
"Committed to Print",1988-01-31,1988-04-19,"Jim Dine","Male","American",1935,0,NA,79,1547,1988,3,6224
"Master Prints from the Collection",1989-04-06,1989-08-08,"Jim Dine","Male","American",1935,0,NA,124,1547,1989,4,6224
"Painting in Paris",1930-01-19,1930-03-02,"Joan Miró","Male","Spanish",1893,1983,NA,42,4016,1930,2,9332
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"Joan Miró","Male","Spanish",1893,1983,NA,82,4016,1933,2,9332
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"Joan Miró","Male","Spanish",1893,1983,NA,62,4016,1934,1,9332
"Cubism and Abstract Art",1936-03-02,1936-04-19,"Joan Miró","Male","Spanish",1893,1983,NA,48,4016,1936,2,9332
"New Acquisitions: Gifts of the Advisory Committee",1937-02-10,1937-03-07,"Joan Miró","Male","Spanish",1893,1983,NA,25,4016,1937,3,9332
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Joan Miró","Male","Spanish",1893,1983,NA,143,4016,1939,1,9332
"Paintings and Sculpture from the Museum Collection",1940-01-12,1940-03-03,"Joan Miró","Male","Spanish",1893,1983,NA,51,4016,1940,3,9332
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Joan Miró","Male","Spanish",1893,1983,"NA",6,4016,1941,6,9332
"Twentieth Century Portraits",1942-12-09,1943-01-24,"Joan Miró","Male","Spanish",1893,1983,NA,46,4016,1942,1,9332
"Modern Drawings",1944-02-16,1944-05-10,"Joan Miró","Male","Spanish",1893,1983,NA,84,4016,1944,4,9332
"Recent Acquisitions",1945-02-15,1945-03-18,"Joan Miró","Male","Spanish",1893,1983,NA,31,4016,1945,3,9332
"Recent Acquisitions in Painting and Sculpture",1946-02-06,1946-02-24,"Joan Miró","Male","Spanish",1893,1983,NA,18,4016,1946,4,9332
"Large-Scale Modern Paintings",1947-04-01,1947-05-04,"Joan Miró","Male","Spanish",1893,1983,NA,33,4016,1947,2,9332
"Miró Mural",1948-03-02,1948-04-04,"Joan Miró","Male","Spanish",1893,1983,NA,33,4016,1948,5,9332
"Pictures for Children Aged 3–12 Years",1949-03-18,1949-04-17,"Joan Miró","Male","Spanish",1893,1983,NA,30,4016,1949,6,9332
"Three Modern Styles",1950-07-11,1950-09-05,"Joan Miró","Male","Spanish",1893,1983,NA,56,4016,1950,1,9332
"Selections from 5 New York Private Collections",1951-06-26,1951-09-09,"Joan Miró","Male","Spanish",1893,1983,NA,75,4016,1951,1,9332
"Masterworks Acquired through the Mrs. Simon Guggenheim Fund",1952-01-29,1952-03-23,"Joan Miró","Male","Spanish",1893,1983,NA,54,4016,1952,4,9332
"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",1953-06-23,1953-10-04,"Joan Miró","Male","Spanish",1893,1983,NA,103,4016,1953,1,9332
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"Joan Miró","Male","Spanish",1893,1983,NA,110,4016,1954,2,9332
"Paintings from Private Collections",1955-05-31,1955-09-07,"Joan Miró","Male","Spanish",1893,1983,NA,99,4016,1955,2,9332
"Three Painters as Printmakers: Braque, Miró, Morandi",1958-01-29,1958-03-02,"Joan Miró","Male","Spanish",1893,1983,NA,32,4016,1958,4,9332
"Joan Miró",1959-03-19,1959-05-10,"Joan Miró","Male","Spanish",1893,1983,NA,52,4016,1959,1,9332
"Art Lending Service Retrospective",1960-01-27,1960-03-20,"Joan Miró","Male","Spanish",1893,1983,NA,53,4016,1960,5,9332
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"Joan Miró","Male","Spanish",1893,1983,NA,31,4016,1961,2,9332
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Joan Miró","Male","Spanish",1893,1983,NA,124,4016,1962,3,9332
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Joan Miró","Male","Spanish",1893,1983,NA,NA,4016,1964,3,9332
"Recent Acquisitions: Painting and Sculpture",1965-02-16,1965-04-25,"Joan Miró","Male","Spanish",1893,1983,NA,68,4016,1965,3,9332
"Drawings from the Museum Collection",1966-10-31,1967-05-08,"Joan Miró","Male","Spanish",1893,1983,NA,189,4016,1966,3,9332
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967",1968-01-25,1968-03-10,"Joan Miró","Male","Spanish",1893,1983,NA,45,4016,1968,2,9332
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Joan Miró","Male","Spanish",1893,1983,NA,96,4016,1969,3,9332
"Mrs. Simon Guggenheim, 1877–1970: In Memoriam",1970-02-25,1970-03-17,"Joan Miró","Male","Spanish",1893,1983,NA,20,4016,1970,4,9332
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"Joan Miró","Male","Spanish",1893,1983,NA,161,4016,1971,2,9332
"Permanent Collection",1972-03-29,NA,"Joan Miró","Male","Spanish",1893,1983,NA,NA,4016,1972,4,9332
"Works on Paper",1973-03-07,1973-06-04,"Joan Miró","Male","Spanish",1893,1983,NA,89,4016,1973,5,9332
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Joan Miró","Male","Spanish",1893,1983,NA,87,4016,1974,1,9332
"In the Twenties",1975-03-21,1975-06-15,"Joan Miró","Male","Spanish",1893,1983,NA,86,4016,1975,3,9332
"Prints from the Collection",1976-05-14,1976-08-08,"Joan Miró","Male","Spanish",1893,1983,NA,86,4016,1976,4,9332
"Posters by Painters",1977-01-21,1977-03-23,"Joan Miró","Male","Spanish",1893,1983,NA,61,4016,1977,3,9332
"Selections from the Collections",1978-02-16,1978-03-12,"Joan Miró","Male","Spanish",1893,1983,NA,24,4016,1978,1,9332
"The James Thrall Soby Bequest",1979-03-22,1979-05-09,"Joan Miró","Male","Spanish",1893,1983,NA,48,4016,1979,4,9332
"Around Picasso",1980-05-14,1980-09-30,"Joan Miró","Male","Spanish",1893,1983,NA,139,4016,1980,1,9332
"Recent Acquisitions: Drawings",1981-03-19,1981-06-02,"Joan Miró","Male","Spanish",1893,1983,NA,75,4016,1981,2,9332
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Joan Miró","Male","Spanish",1893,1983,NA,15,4016,1982,1,9332
"Prints from Blocks: Gauguin to Now",1983-03-03,1983-05-15,"Joan Miró","Male","Spanish",1893,1983,NA,73,4016,1983,5,9332
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Joan Miró","Male","Spanish",1893,1983,NA,NA,4016,1984,3,9332
"Contemporary Works from the Collection",1985-11-21,1986-04-01,"Joan Miró","Male","Spanish",1893,1983,NA,131,4016,1985,2,9332
"Naked/Nude",1986-05-29,1986-09-30,"Joan Miró","Male","Spanish",1893,1983,NA,124,4016,1986,1,9332
"Iliazd and the Illustrated Book",1987-06-16,1987-08-18,"Joan Miró","Male","Spanish",1893,1983,NA,63,4016,1987,4,9332
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"Joan Miró","Male","Spanish",1893,1983,NA,117,4016,1988,1,9332
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"Joan Miró","Male","Spanish",1893,1983,NA,110,4016,1989,3,9332
"Paintings by 19 Living Americans",1929-12-12,1930-01-12,"John Marin","Male","American",1870,1953,NA,31,3770,1929,1,4639
"Summer Exhibition: Painting and Sculpture",1930-06-15,1930-09-28,"John Marin","Male","American",1870,1953,NA,105,3770,1930,1,4639
"Summer Exhibition: Painting and Sculpture",1932-06-07,1932-10-30,"John Marin","Male","American",1870,1953,NA,145,3770,1932,3,4639
"Color Reproductions: Modern Watercolors and Pastels",1934-08-13,1934-09-21,"John Marin","Male","American",1870,1953,NA,39,3770,1934,2,4639
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"John Marin","Male","American",1870,1953,NA,33,3770,1936,3,4639
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan",1937-06-23,1937-11-04,"John Marin","Male","American",1870,1953,NA,134,3770,1937,3,4639
"Three Centuries of American Art",1938-05-24,1938-07-31,"John Marin","Male","American",1870,1953,NA,68,3770,1938,1,4639
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"John Marin","Male","American",1870,1953,NA,143,3770,1939,1,4639
"American Watercolors; Lettering and Arrangements in Poster Design",1941-08-12,1941-08-25,"John Marin","Male","American",1870,1953,NA,13,3770,1941,1,4639
"Romantic Painting in America",1943-11-17,1944-02-06,"John Marin","Male","American",1870,1953,NA,81,3770,1943,1,4639
"Modern Drawings",1944-02-16,1944-05-10,"John Marin","Male","American",1870,1953,NA,84,3770,1944,2,4639
"What is Modern Painting?",1945-03-06,1945-03-25,"John Marin","Male","American",1870,1953,NA,19,3770,1945,2,4639
"The Museum Collection of Painting",1946-02-19,1946-05-05,"John Marin","Male","American",1870,1953,NA,75,3770,1946,3,4639
"Alfred Stieglitz Exhibition: His Collection",1947-06-10,1947-08-31,"John Marin","Male","American",1870,1953,NA,82,3770,1947,1,4639
"American Paintings from the Museum Collection",1948-12-23,1949-03-13,"John Marin","Male","American",1870,1953,NA,80,3770,1948,1,4639
"Pictures for Children Aged 3–12 Years",1949-03-18,1949-04-17,"John Marin","Male","American",1870,1953,NA,30,3770,1949,2,4639
"Painting and Sculpture from the Museum Collection",1950-08-29,1950-10-15,"John Marin","Male","American",1870,1953,NA,47,3770,1950,1,4639
"Abstract Painting and Sculpture in America",1951-01-23,1951-03-25,"John Marin","Male","American",1870,1953,NA,61,3770,1951,2,4639
"Works from the Museum Collection",1952-08-12,1952-09-21,"John Marin","Male","American",1870,1953,NA,40,3770,1952,2,4639
"Thirteen Watercolors by John Marin",1953-10-09,NA,"John Marin","Male","American",1870,1953,NA,NA,3770,1953,1,4639
"American Prints of the 20th Century",1954-09-08,1954-11-28,"John Marin","Male","American",1870,1953,NA,81,3770,1954,2,4639
"Paintings from Private Collections",1955-05-31,1955-09-07,"John Marin","Male","American",1870,1953,NA,99,3770,1955,2,4639
"Philip L. Goodwin Collection",1958-10-08,1958-11-09,"John Marin","Male","American",1870,1953,NA,32,3770,1958,1,4639
"American Acquisitions: Recent Additions of Prints to the Museum Collection",1959-04-02,1959-05-31,"John Marin","Male","American",1870,1953,NA,59,3770,1959,1,4639
"America Seen: Between The Wars",1961-04-25,1961-08-07,"John Marin","Male","American",1870,1953,NA,104,3770,1961,2,4639
"Manhattan Observed",1968-03-22,1968-07-01,"John Marin","Male","American",1870,1953,NA,101,3770,1968,1,4639
"American Drawings and Watercolors: A Selection from the Collection",1969-12-24,1970-03-01,"John Marin","Male","American",1870,1953,NA,67,3770,1969,1,4639
"Summer Show",1971-07-06,1971-09-15,"John Marin","Male","American",1870,1953,NA,71,3770,1971,2,4639
"Drawn in America",1972-03-01,1972-05-29,"John Marin","Male","American",1870,1953,NA,89,3770,1972,1,4639
"American Prints: 1913–1963",1974-12-03,1975-03-03,"John Marin","Male","American",1870,1953,NA,90,3770,1974,1,4639
"Points of View",1975-03-07,1975-06-08,"John Marin","Male","American",1870,1953,NA,93,3770,1975,1,4639
"Cubism and Its Affinities",1976-02-09,1976-05-09,"John Marin","Male","American",1870,1953,NA,90,3770,1976,3,4639
"New York/New York",1978-09-11,1978-11-13,"John Marin","Male","American",1870,1953,NA,63,3770,1978,1,4639
"Views over America",1979-06-04,1979-07-30,"John Marin","Male","American",1870,1953,NA,56,3770,1979,2,4639
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"John Marin","Male","American",1870,1953,NA,69,3770,1983,1,4639
"Selections from the Permanent Collection: Drawings",1984-05-17,NA,"John Marin","Male","American",1870,1953,NA,NA,3770,1984,2,4639
"American Prints: 1900–1960; Recent Acquisitions: Illustrated Books",1985-12-18,1986-05-20,"John Marin","Male","American",1870,1953,NA,153,3770,1985,1,4639
"Drawings Acquisitions",1987-01-24,1987-06-14,"John Marin","Male","American",1870,1953,NA,141,3770,1987,1,4639
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"John Marin","Male","American",1870,1953,NA,117,3770,1988,1,4639
"Watercolors: Selections from the Permanent Collection",1989-03-16,1989-07-04,"John Marin","Male","American",1870,1953,NA,110,3770,1989,3,4639
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"Juan Gris","Male","Spanish",1887,1927,NA,82,2349,1933,2,6003
"Modern Works of Art: 5th Anniversary Exhibition",1934-11-19,1935-01-20,"Juan Gris","Male","Spanish",1887,1927,NA,62,2349,1934,1,6003
"Summer Exhibition: The Museum Collection and a Private Collection on Loan",1935-06-04,1935-09-24,"Juan Gris","Male","Spanish",1887,1927,NA,112,2349,1935,1,6003
"New Acquisitions: The Collection of Mrs. John D. Rockefeller, Jr.",1936-01-14,1936-02-16,"Juan Gris","Male","Spanish",1887,1927,NA,33,2349,1936,2,6003
"Summer Exhibition: Painting and Sculpture from the Museum Collection and on Loan",1937-06-23,1937-11-04,"Juan Gris","Male","Spanish",1887,1927,NA,134,2349,1937,1,6003
"Painting, Sculpture, Prints",1939-05-10,1939-09-30,"Juan Gris","Male","Spanish",1887,1927,NA,143,2349,1939,1,6003
"Modern Masters from European and American Collections",1940-01-26,1940-03-24,"Juan Gris","Male","Spanish",1887,1927,NA,58,2349,1940,3,6003
"Painting and Sculpture from the Museum Collection",1941-04-30,1941-05-06,"Juan Gris","Male","Spanish",1887,1927,"NA",6,2349,1941,2,6003
"New Acquisitions and Extended Loans: Cubist and Abstract Art",1942-03-25,1942-05-03,"Juan Gris","Male","Spanish",1887,1927,NA,39,2349,1942,1,6003
"Modern Drawings",1944-02-16,1944-05-10,"Juan Gris","Male","Spanish",1887,1927,NA,84,2349,1944,2,6003
"What is Modern Painting?",1945-03-06,1945-03-25,"Juan Gris","Male","Spanish",1887,1927,NA,19,2349,1945,2,6003
"The Museum Collection of Painting",1946-02-19,1946-05-05,"Juan Gris","Male","Spanish",1887,1927,NA,75,2349,1946,3,6003
"New Acquisitions",1947-08-05,1947-09-30,"Juan Gris","Male","Spanish",1887,1927,NA,56,2349,1947,1,6003
"New Acquisitions",1948-01-13,1948-03-21,"Juan Gris","Male","Spanish",1887,1927,NA,68,2349,1948,4,6003
"Selections from 5 New York Private Collections",1951-06-26,1951-09-09,"Juan Gris","Male","Spanish",1887,1927,NA,75,2349,1951,1,6003
"Works from the Museum Collection",1952-08-12,1952-09-21,"Juan Gris","Male","Spanish",1887,1927,NA,40,2349,1952,1,6003
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"Juan Gris","Male","Spanish",1887,1927,NA,110,2349,1954,1,6003
"Paintings from Private Collections",1955-05-31,1955-09-07,"Juan Gris","Male","Spanish",1887,1927,NA,99,2349,1955,1,6003
"Juan Gris",1958-04-08,1958-06-01,"Juan Gris","Male","Spanish",1887,1927,NA,54,2349,1958,2,6003
"Drawings, Watercolors, Collages: New Acquisitions",1959-07-15,1959-10-15,"Juan Gris","Male","Spanish",1887,1927,NA,92,2349,1959,1,6003
"Fifty Modern Paintings and Sculpture Especially Donated for the Benefit of the 30th Anniversary Fund of The Museum of Modern Art",1960-04-20,NA,"Juan Gris","Male","Spanish",1887,1927,NA,NA,2349,1960,4,6003
"Painting and Sculpture from the James Thrall Soby Collection",1961-02-01,1961-03-04,"Juan Gris","Male","Spanish",1887,1927,NA,31,2349,1961,2,6003
"Fifty Drawings: Recent Acquisitions",1962-04-10,1962-08-12,"Juan Gris","Male","Spanish",1887,1927,NA,124,2349,1962,1,6003
"Painting and Sculpture from the Museum Collection",1964-05-27,NA,"Juan Gris","Male","Spanish",1887,1927,NA,NA,2349,1964,2,6003
"The School of Paris: Paintings from the Florence May Schoenborn and Samuel A. Marx Collection",1965-11-02,1966-01-02,"Juan Gris","Male","Spanish",1887,1927,NA,61,2349,1965,1,6003
"Drawings from the Museum Collection",1966-10-31,1967-05-08,"Juan Gris","Male","Spanish",1887,1927,NA,189,2349,1966,2,6003
"Five Major Loans: Paintings lent by Mrs. Bertram Smith and Norton Simon",1968-08-30,1968-11-11,"Juan Gris","Male","Spanish",1887,1927,NA,73,2349,1968,1,6003
"Twentieth-Century Art from the Nelson Aldrich Rockefeller Collection",1969-05-28,1969-09-01,"Juan Gris","Male","Spanish",1887,1927,NA,96,2349,1969,2,6003
"Four Americans in Paris: The Collections of Gertrude Stein and her Family",1970-12-19,1971-03-01,"Juan Gris","Male","Spanish",1887,1927,NA,72,2349,1970,1,6003
"A Selection of Drawings and Watercolors from the Museum Collection",1971-05-11,1971-10-19,"Juan Gris","Male","Spanish",1887,1927,NA,161,2349,1971,2,6003
"Permanent Collection",1972-03-29,NA,"Juan Gris","Male","Spanish",1887,1927,NA,NA,2349,1972,2,6003
"Works on Paper",1973-03-07,1973-06-04,"Juan Gris","Male","Spanish",1887,1927,NA,89,2349,1973,3,6003
"Seurat to Matisse: Drawing in France",1974-06-13,1974-09-08,"Juan Gris","Male","Spanish",1887,1927,NA,87,2349,1974,1,6003
"A Museum Menagerie",1975-12-09,1976-03-07,"Juan Gris","Male","Spanish",1887,1927,NA,89,2349,1975,1,6003
"Cubism and Its Affinities",1976-02-09,1976-05-09,"Juan Gris","Male","Spanish",1887,1927,NA,90,2349,1976,3,6003
"A Treasury of Modern Drawing: The Joan and Lester Avnet Collection",1978-04-28,1978-07-04,"Juan Gris","Male","Spanish",1887,1927,NA,67,2349,1978,2,6003
"Gifts of Drawing",1979-08-09,1979-11-13,"Juan Gris","Male","Spanish",1887,1927,NA,96,2349,1979,2,6003
"Reinstallation of the Collection",1980-10-23,NA,"Juan Gris","Male","Spanish",1887,1927,NA,NA,2349,1980,2,6003
"A Century of Modern Drawing, 1881–1981",1982-03-01,1982-03-16,"Juan Gris","Male","Spanish",1887,1927,NA,15,2349,1982,2,6003
"The Modern Drawing: 100 Works on Paper from The Museum of Modern Art",1983-10-26,1984-01-03,"Juan Gris","Male","Spanish",1887,1927,NA,69,2349,1983,1,6003
"Selections from the Permanent Collection: Painting and Sculpture",1984-05-17,NA,"Juan Gris","Male","Spanish",1887,1927,NA,NA,2349,1984,2,6003
"Drawings Acquisitions",1987-01-24,1987-06-14,"Juan Gris","Male","Spanish",1887,1927,NA,141,2349,1987,2,6003
"Collage: Selections from the Permanent Collection",1988-11-03,1989-02-28,"Juan Gris","Male","Spanish",1887,1927,NA,117,2349,1988,1,6003
"The Cubist Imprint",1989-08-18,1989-11-07,"Juan Gris","Male","Spanish",1887,1927,NA,81,2349,1989,1,6003
"Summer Exhibition: Painting and Sculpture",1933-07-10,1933-09-30,"László Moholy-Nagy","Male","American",1895,1946,NA,82,4048,1933,2,5236
"Cubism and Abstract Art",1936-03-02,1936-04-19,"László Moholy-Nagy","Male","American",1895,1946,NA,48,4048,1936,2,5236
"Photography 1839–1937",1937-03-17,1937-04-18,"László Moholy-Nagy","Male","American",1895,1946,NA,32,4048,1937,1,5236
"Sixty Photographs: A Survey of Camera Esthetics",1940-12-31,1941-01-12,"László Moholy-Nagy","Male","American",1895,1946,NA,12,4048,1940,1,5236
"Preliminary Course of the Bauhaus",1941-07-29,1941-08-11,"László Moholy-Nagy","Male","American",1895,1946,NA,13,4048,1941,2,5236
"New Acquisitions: Photographs",1942-01-13,1942-02-25,"László Moholy-Nagy","Male","American",1895,1946,NA,43,4048,1942,3,5236
"Action Photography",1943-08-18,1943-09-19,"László Moholy-Nagy","Male","American",1895,1946,NA,32,4048,1943,1,5236
"Photography",1944-05-24,1944-09-17,"László Moholy-Nagy","Male","American",1895,1946,NA,116,4048,1944,1,5236
"The Museum Collection of Photographs",1945-06-20,1946-06-23,"László Moholy-Nagy","Male","American",1895,1946,NA,368,4048,1945,1,5236
"New Acquisitions",1948-01-13,1948-03-21,"László Moholy-Nagy","Male","American",1895,1946,NA,68,4048,1948,3,5236
"Master Prints from the Museum Collection",1949-05-10,1949-07-10,"László Moholy-Nagy","Male","American",1895,1946,NA,61,4048,1949,1,5236
"Three Modern Styles",1950-07-11,1950-09-05,"László Moholy-Nagy","Male","American",1895,1946,NA,56,4048,1950,1,5236
"Abstraction in Photography",1951-05-01,1951-07-04,"László Moholy-Nagy","Male","American",1895,1946,NA,64,4048,1951,1,5236
"Then and Now",1952-08-05,1952-08-18,"László Moholy-Nagy","Male","American",1895,1946,NA,13,4048,1952,1,5236
"XXVth Anniversary Exhibition: Paintings from the Museum Collection",1954-10-19,1955-02-06,"László Moholy-Nagy","Male","American",1895,1946,NA,110,4048,1954,2,5236
"Recent European Acquisitions",1956-11-28,1957-01-20,"László Moholy-Nagy","Male","American",1895,1946,NA,53,4048,1956,1,5236
"Recent American Acquisitions",1957-03-14,1957-04-30,"László Moholy-Nagy","Male","American",1895,1946,NA,47,4048,1957,1,5236
"50 Selections from the Collection of Mr. and Mrs. Walter Bareiss",1958-04-23,1958-05-18,"László Moholy-Nagy","Male","American",1895,1946,NA,25,4048,1958,2,5236
"30th Anniversary Special Installation - Towards the ""New"" Museum",1959-11-18,1959-11-29,"László Moholy-Nagy","Male","American",1895,1946,NA,11,4048,1959,1,5236
"The Sense of Abstraction",1960-02-17,1960-04-10,"László Moholy-Nagy","Male","American",1895,1946,NA,53,4048,1960,1,5236
"50 Photographs by 50 Photographers",1962-04-03,1962-05-15,"László Moholy-Nagy","Male","American",1895,1946,NA,42,4048,1962,3,5236
"Towards the ""New"" Museum of Modern Art: A Bid for Space IV",1963-02-21,NA,"László Moholy-Nagy","Male","American",1895,1946,NA,NA,4048,1963,1,5236
"Drawings from the Museum Collections: A Selection",1964-05-27,1965-03-23,"László Moholy-Nagy","Male","American",1895,1946,NA,300,4048,1964,3,5236
"Drawings from the Museum Collection",1966-10-31,1967-05-08,"László Moholy-Nagy","Male","American",1895,1946,NA,189,4048,1966,1,5236
"Steichen Gallery Reinstallation",1967-10-25,NA,"László Moholy-Nagy","Male","American",1895,1946,NA,NA,4048,1967,1,5236
"Word and Image: Posters and Typography from the Graphic Design Collection of the Museum of Modern Art, 1879–1967",1968-01-25,1968-03-10,"László Moholy-Nagy","Male","American",1895,1946,NA,45,4048,1968,3,5236
"Preliminary Drawings",1970-05-23,1970-08-31,"László Moholy-Nagy","Male","American",1895,1946,NA,100,4048,1970,2,5236
"Summer Show",1971-07-06,1971-09-15,"László Moholy-Nagy","Male","American",1895,1946,NA,71,4048,1971,2,5236
"Collage and the Photo-Image",1973-07-11,1973-09-11,"László Moholy-Nagy","Male","American",1895,1946,NA,62,4048,1973,2,5236
"Kertész, Rodchenko, and Moholy-Nagy: Photographs from the Collection",1974-01-28,1974-06-09,"László Moholy-Nagy","Male","American",1895,1946,NA,132,4048,1974,1,5236
"In the Twenties",1975-03-21,1975-06-15,"László Moholy-Nagy","Male","American",1895,1946,NA,86,4048,1975,1,5236
"Cubism and Its Affinities",1976-02-09,1976-05-09,"László Moholy-Nagy","Male","American",1895,1946,NA,90,4048,1976,3,5236
"Extraordinary Men",1977-06-02,1977-07-17,"László Moholy-Nagy","Male","American",1895,1946,NA,45,4048,1977,3,5236
"Artists and Writers",1978-07-10,1978-10-03,"László Moholy-Nagy","Male","American",1895,1946,NA,85,4048,1978,1,5236
"Thirty Sculptors' Drawings",1979-05-18,1979-06-06,"László Moholy-Nagy","Male","American",1895,1946,NA,19,4048,1979,4,5236
"Reinstallation of the Collection",1980-10-23,NA,"László Moholy-Nagy","Male","American",1895,1946,NA,NA,4048,1980,1,5236
